央视频道,#genre#
CCTV5+,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1583876590_-1805575416/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073733&ContentId=265106763&timezone=UTC&mtv_session=1f5bd52f67ecd434a6cf3bd7ebc51a71&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=08375028c68909716c1218fc91018199
CCTV6,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1584168866_889700348/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667482&timezone=UTC&mtv_session=f70082b1ade8cb422547681dfcdad578&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3197a71757b802dc65f32626eb2ec8dd
CCTV7,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1584449189_-1771078739/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667268&timezone=UTC&mtv_session=dac68d68c1a7bfb5fce6e52fcae95b03&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=011fdc0d9d5b681821c2be70c08216b1
CCTV8,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1584743785_1819567660/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667466&timezone=UTC&mtv_session=f134ad943219a0326cf721cd778880da&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d7e74f98dc5df6c18673696da1cb0fc7
CCTV9,http://hms2904nc1972666633.live.aikan.miguvideo.com/wh7f454c46tw1585021209_2146650853/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073734&ContentId=265667202&timezone=UTC&mtv_session=3b457b5d48dfa5bec1b31c42bdc38890&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4831b14f9cf512f5bf6964b103251dc9
CCTV10,http://hms2844nc1972666628.live.aikan.miguvideo.com/wh7f454c46tw1585335959_654961635/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667631&timezone=UTC&mtv_session=2b68379f8365805b0723de44fb722ac4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=b8a484d39ecc065fa7a374c4a21467e9
CCTV11,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1585598366_-481653261/migu/kailu/cctv11hd/57/20200103/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667429&timezone=UTC&mtv_session=4b2a1a34470a2292a3b6b8defdd19dc8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f5c6b917bd6664cd3abf93c9a779b8bf
CCTV12,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1585892033_-953434305/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073735&ContentId=265667607&timezone=UTC&mtv_session=04a047571867297b61308196c0b61be4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=6f196fd01444dfaf9d9ea5d0cc8ecc01
CCTV13,http://hms2944nc1972666638.live.aikan.miguvideo.com/wh7f454c46tw1586189138_-1841939918/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667474&timezone=UTC&mtv_session=8007a0a816a3740025b4925aeae306b3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=9ef05645ea51ea0bcfe8d603b748a30e
CCTV14,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1586468724_862335566/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667325&timezone=UTC&mtv_session=d69ff4fc771dd3f04825ad6d23121aa0&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e145be999fb1457e94c38e728570b97e
CCTV15,http://hms2864nc1972666630.live.aikan.miguvideo.com/wh7f454c46tw1586792991_-195972221/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073736&ContentId=265667535&timezone=UTC&mtv_session=5229243a54883745a550aaaa6f71126b&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=324a9a20d7e080d5c25a85803c60add8
CCTV16,https://qist.cc/live/cqn.php?id=cctv16
CCTV17,http://hms2924nc1972666636.live.aikan.miguvideo.com/wh7f454c46tw1587065488_-544231819/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073737&ContentId=265667526&timezone=UTC&mtv_session=fce9a29d0fe15700731dd42b5514437c&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38e21fbccbeb7ce8cdeaf7c394b87ce1
CCTV1,https://qist.cc/live/gzyd.php?id=cctv1
CCTV2,https://qist.cc/live/gzyd.php?id=cctv2
CCTV3,https://qist.cc/live/gzyd.php?id=cctv3
CCTV4,https://qist.cc/live/gzyd.php?id=cctv4
CCTV5,https://qist.cc/live/gzyd.php?id=cctv5
CCTV5+,https://qist.cc/live/gzyd.php?id=cctv5p
CCTV6,https://qist.cc/live/gzyd.php?id=cctv6
CCTV7,https://qist.cc/live/gzyd.php?id=cctv7
CCTV8,https://qist.cc/live/gzyd.php?id=cctv8
CCTV9,https://qist.cc/live/gzyd.php?id=cctv9
CCTV10,https://qist.cc/live/gzyd.php?id=cctv10
CCTV11,https://qist.cc/live/gzyd.php?id=cctv11
CCTV12,https://qist.cc/live/gzyd.php?id=cctv12
CCTV13,https://qist.cc/live/gzyd.php?id=cctv13
CCTV14,https://qist.cc/live/gzyd.php?id=cctv14
CCTV15,https://qist.cc/live/gzyd.php?id=cctv15
CCTV17,https://qist.cc/live/gzyd.php?id=cctv17
CCTV1,https://qist.cc/live/cqyx.php?id=cctv1 
CCTV2,https://qist.cc/live/cqyx.php?id=cctv2 
CCTV3,https://qist.cc/live/cqyx.php?id=cctv3 
CCTV4,https://qist.cc/live/cqyx.php?id=cctv4 
CCTV5,https://qist.cc/live/cqyx.php?id=cctv5 
CCTV5+,https://qist.cc/live/cqyx.php?id=cctv5p 
CCTV6,https://qist.cc/live/cqyx.php?id=cctv6 
CCTV7,https://qist.cc/live/cqyx.php?id=cctv7 
CCTV8,https://qist.cc/live/cqyx.php?id=cctv8 
CCTV9,https://qist.cc/live/cqyx.php?id=cctv9 
CCTV10,https://qist.cc/live/cqyx.php?id=cctv10 
CCTV11,https://qist.cc/live/cqyx.php?id=cctv11 
CCTV12,https://qist.cc/live/cqyx.php?id=cctv12 
CCTV13,https://qist.cc/live/cqyx.php?id=cctv13 
CCTV14,https://qist.cc/live/cqyx.php?id=cctv14 
CCTV15,https://qist.cc/live/cqyx.php?id=cctv15 
CCTV16,https://qist.cc/live/cqyx.php?id=cctv16 
CCTV17,https://qist.cc/live/cqyx.php?id=cctv17 
CCTV4K,https://qist.cc/live/cqyx.php?id=cctv4k 
CCTV164K,https://qist.cc/live/cqyx.php?id=cctv16-4k 
CCTV1,https://qist.cc/live/cqn.php?id=cctv1 
CCTV2,https://qist.cc/live/cqn.php?id=cctv2 
CCTV3,https://qist.cc/live/cqn.php?id=cctv3 
CCTV4,https://qist.cc/live/cqn.php?id=cctv4 
CCTV5,https://qist.cc/live/cqn.php?id=cctv5 
CCTV5+,https://qist.cc/live/cqn.php?id=cctv5p 
CCTV6,https://qist.cc/live/cqn.php?id=cctv6 
CCTV7,https://qist.cc/live/cqn.php?id=cctv7 
CCTV8,https://qist.cc/live/cqn.php?id=cctv8 
CCTV9,https://qist.cc/live/cqn.php?id=cctv9 
CCTV10,https://qist.cc/live/cqn.php?id=cctv10 
CCTV11,https://qist.cc/live/cqn.php?id=cctv11 
CCTV12,https://qist.cc/live/cqn.php?id=cctv12 
CCTV13,https://qist.cc/live/cqn.php?id=cctv13 
CCTV14,https://qist.cc/live/cqn.php?id=cctv14 
CCTV15,https://qist.cc/live/cqn.php?id=cctv15 
CCTV16,https://qist.cc/live/cqn.php?id=cctv16 
CCTV17,https://qist.cc/live/cqn.php?id=cctv17 
CCTV4K,https://qist.cc/live/cqn.php?id=cctv4k 
CCTV164K,https://qist.cc/live/cqn.php?id=cctv16-4k 
CCTV1,http://hms304nc1972679586.live.aikan.miguvideo.com/wh7f454c46tw3831204341_1349411946/wd_r2/cctv/cctv1hd/2500/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115080246&ContentId=265183188&timezone=UTC&mtv_session=01b97ad3f1d61532d8f0d40578ee3f47&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ac6f75650a73ab06efc36233598f26b8
CCTV2,http://hms104nc1972679566.live.aikan.miguvideo.com/wh7f454c46tw3468827325_440542616/wd_r2/cctv/cctv2hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208125733&ContentId=265667329&timezone=UTC&mtv_session=f739dcaed0e05c0e9e14fa47d0810c20&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=c4d54a337744e33e655349fe312a5eed
CCTV3,http://hms44nc1972679560.live.aikan.miguvideo.com/wh7f454c46tw3692367231_1716696590/wd_r2/ocn/cctv3hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130116&ContentId=265667206&timezone=UTC&mtv_session=09b9584da7231a3b6c6b2c20aa3572d6&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f9cf165e747cb07e1e8dd89226e53387
CCTV4,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw3805527088_-1274597418/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130309&ContentId=265667639&timezone=UTC&mtv_session=2dd2ab7bfb6b74ffa7cc9e8d7b6e5ed2&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d34ff8f1c5a38b07fa8b2d3d15e755a2
CCTV5+,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw4035956330_-1197773273/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130700&ContentId=265106763&timezone=UTC&mtv_session=b1d7170ccd660150baa2e9435d787064&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=dfe2cfbc447ddc224a226f33be3d0f39
CCTV5,http://hms304nc1972679586.live.aikan.miguvideo.com/wh7f454c46tw3939139141_-877857276/wd_r2/cctv/cctv5hdnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130523&ContentId=265667565&timezone=UTC&mtv_session=e95834282573288096f63eab8a028447&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12a070f46793605fdbff0e1132d2d0d8
CCTV6,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2025729208_-189538202/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115084415&ContentId=265667482&timezone=UTC&mtv_session=0ac4193cdf07336c58fe3cdb4aac34a4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=158f70fd4d75270c1810f0c735e78e18
CCTV7,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw4211155753_-1040212167/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130955&ContentId=265667268&timezone=UTC&mtv_session=f4a3cbeaf77fa614aed3843cb206bc06&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38b55b6566aab32075f6169e2d955603
CCTV8,http://hms84nc1972679564.live.aikan.miguvideo.com/wh7f454c46tw2243817462_1836799824/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115084753&ContentId=265667466&timezone=UTC&mtv_session=077374df50cdebf0ab55b2ec30d2f01a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8b9b358180e9e344fe45e67912ce6985
CCTV9,http://hms444nc1972679601.live.aikan.miguvideo.com/wh7f454c46tw4260577431_-1084507862/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208131044&ContentId=265667202&timezone=UTC&mtv_session=9444a4df4cb7524a1ec85c4d44200abc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=efdbccd2a72ff1ba2eabbf08f475f7c6
CCTV10,http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw2383135402_1265174830/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115085013&ContentId=265667631&timezone=UTC&mtv_session=451a79654bec6f8926b5017302146772&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e74690616e29be77ff1a1992b303b861
CCTV11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?
CCTV12,http://hms204nc1972679577.live.aikan.miguvideo.com/wh7f454c46tw1174495643_-1245391177/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020243&ContentId=265667607&timezone=UTC&mtv_session=7581c6271c0379b8ca8b268ff7804765&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3906a8574a42ff13aba3e255be4cd8e3
CCTV13,http://hms184nc1972679575.live.aikan.miguvideo.com/wh7f454c46tw946205927_-649996709/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208132705&ContentId=265667474&timezone=UTC&mtv_session=36bf599c0c4bc785fd46aaf0ba40ffe7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=91a8a1c4652526079a5b0e294d5bc18d
CCTV14,http://hms344nc1972679590.live.aikan.miguvideo.com/wh7f454c46tw1297666621_-728046298/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020446&ContentId=265667325&timezone=UTC&mtv_session=ad6cfd6b6dabe31801ca54a4c87f1bac&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2757ab80a8dee98edfcfd1ee767a17b8
CCTV15,http://hms504nc1972679606.live.aikan.miguvideo.com/wh7f454c46tw1387986390_1468621622/migu/kailu/20200324/cctv15hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020617&ContentId=265667535&timezone=UTC&mtv_session=e1254803553b7cace3a119612bf266d8&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=7ba98a3a39d853487109bebe5ed31c43
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://hms224nc1972679578.live.aikan.miguvideo.com/wh7f454c46tw1594433061_461954091/migu/kailu/20200324/cctv17hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208133753&ContentId=265667526&timezone=UTC&mtv_session=2ab00b83c917e8ba1b1bb082711b8b77&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=4c04c5308e4761e3cc4b36134b05b864
CCTV1,https://qist.cc/live/edu.php?id=cctv1hd&u=lzjtu
CCTV2,https://qist.cc/live/edu.php?id=cctv2hd&u=lzjtu
CCTV3,https://qist.cc/live/edu.php?id=cctv3hd&u=lzjtu
CCTV4,https://qist.cc/live/edu.php?id=cctv4hd&u=lzjtu
CCTV5,https://qist.cc/live/edu.php?id=cctv5hd&u=lzjtu
CCTV5+,https://qist.cc/live/edu.php?id=cctv5p&u=lzjtu
CCTV6,https://qist.cc/live/edu.php?id=cctv6hd&u=lzjtu
CCTV7,https://qist.cc/live/edu.php?id=cctv7hd&u=lzjtu
CCTV8,https://qist.cc/live/edu.php?id=cctv8hd&u=lzjtu
CCTV9,https://qist.cc/live/edu.php?id=cctv9hd&u=lzjtu
CCTV10,https://qist.cc/live/edu.php?id=cctv10hd&u=lzjtu
CCTV11,https://qist.cc/live/edu.php?id=cctv11&u=lzjtu
CCTV12,https://qist.cc/live/edu.php?id=cctv12hd&u=lzjtu
CCTV13,https://qist.cc/live/edu.php?id=cctv13&u=lzjtu
CCTV14,https://qist.cc/live/edu.php?id=cctv14hd&u=lzjtu
CCTV15,https://qist.cc/live/edu.php?id=cctv15&u=lzjtu
CCTV1,https://qist.cc/live/luas.php?id=cctv1hd 
CCTV2,https://qist.cc/live/luas.php?id=cctv2hd 
CCTV3,https://qist.cc/live/luas.php?id=cctv3hd 
CCTV4,https://qist.cc/live/luas.php?id=cctv4hd 
CCTV5,https://qist.cc/live/luas.php?id=cctv5hd 
CCTV5+,https://qist.cc/live/luas.php?id=cctv5p 
CCTV6,https://qist.cc/live/luas.php?id=cctv6hd 
CCTV7,https://qist.cc/live/luas.php?id=cctv7hd 
CCTV8,https://qist.cc/live/luas.php?id=cctv8hd 
CCTV9,https://qist.cc/live/luas.php?id=cctv9hd 
CCTV10,https://qist.cc/live/luas.php?id=cctv10hd 
CCTV11,https://qist.cc/live/luas.php?id=cctv11 
CCTV12,https://qist.cc/live/luas.php?id=cctv12hd 
CCTV13,https://qist.cc/live/luas.php?id=cctv13 
CCTV14,https://qist.cc/live/luas.php?id=cctv14hd 
CCTV15,https://qist.cc/live/luas.php?id=cctv15 
CCTV1,https://qist.cc/live/edu.php?id=cctv1hd
CCTV2,https://qist.cc/live/edu.php?id=cctv2hd
CCTV3,https://qist.cc/live/edu.php?id=cctv3hd
CCTV4,https://qist.cc/live/edu.php?id=cctv4hd
CCTV5,https://qist.cc/live/edu.php?id=cctv5hd
CCTV5+,https://qist.cc/live/edu.php?id=cctv5p
CCTV6,https://qist.cc/live/edu.php?id=cctv6hd
CCTV7,https://qist.cc/live/edu.php?id=cctv7hd
CCTV8,https://qist.cc/live/edu.php?id=cctv8hd
CCTV9,https://qist.cc/live/edu.php?id=cctv9hd
CCTV10,https://qist.cc/live/edu.php?id=cctv10hd
CCTV11,https://qist.cc/live/edu.php?id=cctv11
CCTV12,https://qist.cc/live/edu.php?id=cctv12hd
CCTV13,https://qist.cc/live/edu.php?id=cctv13
CCTV14,https://qist.cc/live/edu.php?id=cctv14hd
CCTV15,https://qist.cc/live/edu.php?id=cctv15
CCTV兵器科技,https://qist.cc/live/gzyd.php?id=bqkj
CCTV世界地理,https://qist.cc/live/gzyd.php?id=sjdl
CCTV央视台球,https://qist.cc/live/gzyd.php?id=ystq
CCTV女性时尚,https://qist.cc/live/gzyd.php?id=nxss
CCTV怀旧剧场,https://qist.cc/live/gzyd.php?id=hjjc
CCTV央视文化,https://qist.cc/live/gzyd.php?id=whjp
CCTV电视指南,https://qist.cc/live/gzyd.php?id=dszn
CCTV第一剧场,https://qist.cc/live/gzyd.php?id=dyjc
CCTV风云剧场,https://qist.cc/live/gzyd.php?id=fyjc
CCTV风云足球,https://qist.cc/live/gzyd.php?id=fyzq
CCTV风云音乐,https://qist.cc/live/gzyd.php?id=fyyy
CCTV高尔夫网球,https://qist.cc/live/gzyd.php?id=gefwq
CCTV兵器科技 ,https://qist.cc/live/cqyx.php?id=bqkj 
CCTV第一剧场 ,https://qist.cc/live/cqyx.php?id=dyjc 
CCTV怀旧剧场 ,https://qist.cc/live/cqyx.php?id=hjjc 
CCTV风云剧场 ,https://qist.cc/live/cqyx.php?id=fyjc 
CCTV风云音乐 ,https://qist.cc/live/cqyx.php?id=fyyy 
CCTV风云足球 ,https://qist.cc/live/cqyx.php?id=fyzq 
CCTV央视文化 ,https://qist.cc/live/cqyx.php?id=whjp 
CCTV女性时尚 ,https://qist.cc/live/cqyx.php?id=nxss 
CCTV高尔夫网球 ,https://qist.cc/live/cqyx.php?id=gefwq 
CCTV央视台球 ,https://qist.cc/live/cqyx.php?id=ystq 
CCTV兵器科技 ,https://qist.cc/live/cqn.php?id=bqkj 
CCTV第一剧场 ,https://qist.cc/live/cqn.php?id=dyjc 
CCTV怀旧剧场 ,https://qist.cc/live/cqn.php?id=hjjc 
CCTV风云剧场 ,https://qist.cc/live/cqn.php?id=fyjc 
CCTV风云音乐 ,https://qist.cc/live/cqn.php?id=fyyy 
CCTV风云足球 ,https://qist.cc/live/cqn.php?id=fyzq 
CCTV央视文化 ,https://qist.cc/live/cqn.php?id=whjp 
CCTV女性时尚 ,https://qist.cc/live/cqn.php?id=nxss 
CCTV高尔夫网球 ,https://qist.cc/live/cqn.php?id=gefwq 
CCTV央视台球 ,https://qist.cc/live/cqn.php?id=ystq 
CHC高清电影 ,https://qist.cc/live/cqyx.php?id=chcgq 
CHC动作电影 ,https://qist.cc/live/cqyx.php?id=chcdz 
CHC家庭影院 ,https://qist.cc/live/cqyx.php?id=chcjt 
CHC高清电影 ,https://qist.cc/live/cqn.php?id=chcgq 
CHC动作电影 ,https://qist.cc/live/cqn.php?id=chcdz 
CHC家庭影院 ,https://qist.cc/live/cqn.php?id=chcjt 
CHC高清电影,https://qist.cc/live/edu.php?id=chcgq&u=lzjtu
CHC动作电影,https://qist.cc/live/edu.php?id=chcdz&u=lzjtu
CHC家庭影院,https://qist.cc/live/edu.php?id=chcjt&u=lzjtu
CHC高清电影,https://qist.cc/live/edu.php?id=chcgq
CHC动作电影,https://qist.cc/live/edu.php?id=chcdz
CHC家庭影院,https://qist.cc/live/edu.php?id=chcjt
CHC高清电影,https://qist.cc/live/luas.php?id=chcgq 
CHC动作电影,https://qist.cc/live/luas.php?id=chcdz 
CHC家庭影院,https://qist.cc/live/luas.php?id=chcjt 
卫视频道,#genre#
